X,Y,Name
314,224,Dogger Bank A
232,220,Dogger Bank A
151,215,Dogger Bank A
668,204,Dogger Bank A
796,201,Dogger Bank A
348,191,Dogger Bank A
424,191,Dogger Bank A
262,183,Dogger Bank A
181,178,Dogger Bank A
100,174,Dogger Bank A
698,168,Dogger Bank A
48,165,Dogger Bank A
617,163,Dogger Bank A
841,154,Dogger Bank A
292,145,Dogger Bank A
211,141,Dogger Bank A
130,136,Dogger Bank A
729,130,Dogger Bank A
647,126,Dogger Bank A
566,121,Dogger Bank A
886,108,Dogger Bank A
241,103,Dogger Bank A
48,100,Dogger Bank A
160,99,Dogger Bank A
759,93,Dogger Bank A
677,89,Dogger Bank A
596,84,Dogger Bank A
853,51,Dogger Bank A
48,40,Dogger Bank A
243,37,Dogger Bank A
340,36,Dogger Bank A
470,35,Dogger Bank A
405,35,Dogger Bank A
567,34,Dogger Bank A
794,33,Dogger Bank A
729,33,Dogger Bank A
664,33,Dogger Bank A
464,452,Hywind Scotland
585,382,Hywind Scotland
351,378,Hywind Scotland
468,316,Hywind Scotland
350,243,Hywind Scotland
361,334,WindFloat Atlantic
532,331,WindFloat Atlantic
191,334,WindFloat Atlantic
116,549,Block Island
218,495,Block Island
315,423,Block Island
398,344,Block Island
473,254,Block Island
162,1037,Seagreen
372,1022,Seagreen
245,1015,Seagreen
120,1011,Seagreen
587,1007,Seagreen
456,1002,Seagreen
330,997,Seagreen
665,988,Seagreen
541,984,Seagreen
1212,966,Seagreen
1086,960,Seagreen
498,957,Seagreen
960,954,Seagreen
834,948,Seagreen
1296,946,Seagreen
447,940,Seagreen
1044,934,Seagreen
1379,929,Seagreen
917,928,Seagreen
1254,921,Seagreen
544,911,Seagreen
1002,908,Seagreen
413,906,Seagreen
1338,901,Seagreen
1212,894,Seagreen
1086,889,Seagreen
959,883,Seagreen
586,866,Seagreen
1042,865,Seagreen
917,857,Seagreen
1254,849,Seagreen
1001,838,Seagreen
875,832,Seagreen
1338,830,Seagreen
1213,824,Seagreen
959,812,Seagreen
1296,804,Seagreen
1169,798,Seagreen
916,787,Seagreen
1253,779,Seagreen
1086,749,Seagreen
633,740,Seagreen
831,736,Seagreen
1295,733,Seagreen
576,728,Seagreen
1042,721,Seagreen
790,710,Seagreen
1252,708,Seagreen
1126,702,Seagreen
1210,682,Seagreen
957,670,Seagreen
496,667,Seagreen
1169,656,Seagreen
915,644,Seagreen
1129,629,Seagreen
297,819,Seagreen
364,819,Seagreen
536,627,Seagreen
410,622,Seagreen
1211,612,Seagreen
157,611,Seagreen
620,607,Seagreen
1084,605,Seagreen
831,594,Seagreen
114,586,Seagreen
585,574,Seagreen
326,573,Seagreen
1252,566,Seagreen
198,566,Seagreen
662,562,Seagreen
999,552,Seagreen
282,545,Seagreen
1212,540,Seagreen
1084,534,Seagreen
957,529,Seagreen
241,519,Seagreen
703,516,Seagreen
114,515,Seagreen
915,503,Seagreen
324,499,Seagreen
460,494,Seagreen
872,477,Seagreen
1208,472,Seagreen
746,471,Seagreen
619,466,Seagreen
1083,463,Seagreen
492,460,Seagreen
830,451,Seagreen
703,446,Seagreen
577,440,Seagreen
1041,436,Seagreen
450,434,Seagreen
787,426,Seagreen
1125,418,Seagreen
998,412,Seagreen
282,404,Seagreen
745,400,Seagreen
153,398,Seagreen
956,387,Seagreen
702,375,Seagreen
1166,373,Seagreen
913,361,Seagreen
787,355,Seagreen
871,336,Seagreen
744,329,Seagreen
364,312,Seagreen
829,309,Seagreen
702,303,Seagreen
111,301,Seagreen
1039,295,Seagreen
786,284,Seagreen
998,270,Seagreen
744,258,Seagreen
955,245,Seagreen
237,235,Seagreen
701,233,Seagreen
111,230,Seagreen
912,219,Seagreen
680,754,Aberdeen
748,713,Aberdeen
676,669,Aberdeen
822,664,Aberdeen
743,622,Aberdeen
671,583,Aberdeen
815,575,Aberdeen
732,533,Aberdeen
889,515,Aberdeen
806,477,Aberdeen
877,408,Aberdeen
406,659,Kriegers Flak
308,653,Kriegers Flak
509,652,Kriegers Flak
219,644,Kriegers Flak
141,641,Kriegers Flak
864,611,Kriegers Flak
417,610,Kriegers Flak
943,591,Kriegers Flak
238,588,Kriegers Flak
115,585,Kriegers Flak
834,581,Kriegers Flak
780,581,Kriegers Flak
1010,566,Kriegers Flak
338,560,Kriegers Flak
806,545,Kriegers Flak
917,535,Kriegers Flak
97,535,Kriegers Flak
1054,515,Kriegers Flak
254,515,Kriegers Flak
933,487,Kriegers Flak
79,485,Kriegers Flak
782,462,Kriegers Flak
274,458,Kriegers Flak
1094,456,Kriegers Flak
28,522,Kriegers Flak
94,441,Kriegers Flak
965,440,Kriegers Flak
856,425,Kriegers Flak
755,419,Kriegers Flak
264,409,Kriegers Flak
1126,408,Kriegers Flak
97,391,Kriegers Flak
709,388,Kriegers Flak
1095,373,Kriegers Flak
948,371,Kriegers Flak
649,348,Kriegers Flak
96,342,Kriegers Flak
802,340,Kriegers Flak
252,338,Kriegers Flak
1061,334,Kriegers Flak
622,317,Kriegers Flak
919,301,Kriegers Flak
1022,295,Kriegers Flak
106,293,Kriegers Flak
682,284,Kriegers Flak
247,280,Kriegers Flak
818,275,Kriegers Flak
987,256,Kriegers Flak
113,236,Kriegers Flak
692,235,Kriegers Flak
257,228,Kriegers Flak
587,221,Kriegers Flak
833,214,Kriegers Flak
944,212,Kriegers Flak
172,210,Kriegers Flak
901,177,Kriegers Flak
741,172,Kriegers Flak
277,171,Kriegers Flak
652,154,Kriegers Flak
854,145,Kriegers Flak
925,134,Kriegers Flak
460,135,Kriegers Flak
407,120,Kriegers Flak
564,117,Kriegers Flak
795,105,Kriegers Flak
479,91,Kriegers Flak
682,90,Kriegers Flak
751,74,Kriegers Flak
554,63,Kriegers Flak
651,62,Kriegers Flak
111,139,Kriegers Flak
704,42,Kriegers Flak
609,41,Kriegers Flak
129,30,Kriegers Flak
664,19,Kriegers Flak
1036,129,Kriegers Flak
1182,393,Kriegers Flak
1108,162,Kriegers Flak
1170,158,Kriegers Flak
989,131,Kriegers Flak
1082,131,Kriegers Flak
1152,59,Kriegers Flak
1113,48,Kriegers Flak
1069,40,Kriegers Flak
992,36,Kriegers Flak
954,19,Kriegers Flak
164,1099,Formosa II
129,1059,Formosa II
185,1038,Formosa II
255,1023,Formosa II
189,983,Formosa II
250,974,Formosa II
347,958,Formosa II
203,912,Formosa II
394,909,Formosa II
253,901,Formosa II
317,854,Formosa II
280,799,Formosa II
463,775,Formosa II
436,740,Formosa II
546,710,Formosa II
495,676,Formosa II
619,656,Formosa II
441,651,Formosa II
564,614,Formosa II
683,594,Formosa II
499,596,Formosa II
458,574,Formosa II
625,561,Formosa II
516,520,Formosa II
574,510,Formosa II
636,497,Formosa II
763,495,Formosa II
702,476,Formosa II
828,446,Formosa II
562,443,Formosa II
652,441,Formosa II
941,418,Formosa II
789,401,Formosa II
720,382,Formosa II
570,377,Formosa II
633,342,Formosa II
771,340,Formosa II
895,324,Formosa II
735,283,Formosa II
816,276,Formosa II
869,267,Formosa II
692,219,Formosa II
782,197,Formosa II
879,152,Formosa II
756,146,Formosa II
842,123,Formosa II
799,85,Formosa II
798,878,Changfang
693,869,Changfang
585,861,Changfang
478,852,Changfang
371,845,Changfang
264,835,Changfang
872,767,Changfang
765,760,Changfang
658,753,Changfang
551,745,Changfang
444,738,Changfang
336,732,Changfang
235,725,Changfang
940,657,Changfang
838,653,Changfang
729,642,Changfang
621,638,Changfang
514,633,Changfang
409,629,Changfang
299,623,Changfang
1019,547,Changfang
911,542,Changfang
372,521,Changfang
476,520,Changfang
263,516,Changfang
1092,437,Changfang
985,434,Changfang
878,430,Changfang
660,424,Changfang
552,421,Changfang
764,421,Changfang
445,417,Changfang
337,415,Changfang
1163,325,Changfang
1058,325,Changfang
949,323,Changfang
843,322,Changfang
732,319,Changfang
625,317,Changfang
517,316,Changfang
408,313,Changfang
805,214,Changfang
589,212,Changfang
479,212,Changfang
1235,212,Changfang
1126,210,Changfang
1017,211,Changfang
909,210,Changfang
693,208,Changfang
552,111,Changfang
649,110,Changfang
872,104,Changfang
1199,103,Changfang
1090,103,Changfang
981,103,Changfang
1307,102,Changfang
868,883,West of Duddon Sands
772,880,West of Duddon Sands
613,876,West of Duddon Sands
531,874,West of Duddon Sands
930,861,West of Duddon Sands
833,828,West of Duddon Sands
492,822,West of Duddon Sands
972,811,West of Duddon Sands
890,808,West of Duddon Sands
555,800,West of Duddon Sands
791,778,West of Duddon Sands
458,775,West of Duddon Sands
1017,763,West of Duddon Sands
853,755,West of Duddon Sands
521,752,West of Duddon Sands
916,732,West of Duddon Sands
756,728,West of Duddon Sands
425,727,West of Duddon Sands
1065,716,West of Duddon Sands
486,709,West of Duddon Sands
979,709,West of Duddon Sands
819,705,West of Duddon Sands
880,687,West of Duddon Sands
723,680,West of Duddon Sands
392,681,West of Duddon Sands
1106,663,West of Duddon Sands
946,660,West of Duddon Sands
455,662,West of Duddon Sands
787,657,West of Duddon Sands
1010,638,West of Duddon Sands
688,634,West of Duddon Sands
358,633,West of Duddon Sands
1072,617,West of Duddon Sands
419,614,West of Duddon Sands
913,613,West of Duddon Sands
975,594,West of Duddon Sands
483,591,West of Duddon Sands
325,587,West of Duddon Sands
658,583,West of Duddon Sands
1037,572,West of Duddon Sands
389,565,West of Duddon Sands
1104,545,West of Duddon Sands
945,543,West of Duddon Sands
449,544,West of Duddon Sands
291,540,West of Duddon Sands
1007,523,West of Duddon Sands
509,520,West of Duddon Sands
355,518,West of Duddon Sands
1070,497,West of Duddon Sands
415,497,West of Duddon Sands
912,494,West of Duddon Sands
257,493,West of Duddon Sands
976,475,West of Duddon Sands
478,473,West of Duddon Sands
322,471,West of Duddon Sands
814,467,West of Duddon Sands
1038,449,West of Duddon Sands
381,449,West of Duddon Sands
875,442,West of Duddon Sands
224,446,West of Duddon Sands
441,426,West of Duddon Sands
288,424,West of Duddon Sands
939,419,West of Duddon Sands
780,416,West of Duddon Sands
351,400,West of Duddon Sands
999,395,West of Duddon Sands
190,399,West of Duddon Sands
842,394,West of Duddon Sands
412,376,West of Duddon Sands
254,377,West of Duddon Sands
907,371,West of Duddon Sands
746,368,West of Duddon Sands
587,368,West of Duddon Sands
316,353,West of Duddon Sands
648,347,West of Duddon Sands
969,347,West of Duddon Sands
492,345,West of Duddon Sands
812,342,West of Duddon Sands
147,339,West of Duddon Sands
375,331,West of Duddon Sands
551,324,West of Duddon Sands
713,319,West of Duddon Sands
874,318,West of Duddon Sands
210,320,West of Duddon Sands
617,296,West of Duddon Sands
936,295,West of Duddon Sands
458,295,West of Duddon Sands
274,294,West of Duddon Sands
780,294,West of Duddon Sands
680,271,West of Duddon Sands
336,270,West of Duddon Sands
842,270,West of Duddon Sands
521,270,West of Duddon Sands
904,247,West of Duddon Sands
748,246,West of Duddon Sands
585,246,West of Duddon Sands
416,241,West of Duddon Sands
810,222,West of Duddon Sands
649,222,West of Duddon Sands
478,216,West of Duddon Sands
872,198,West of Duddon Sands
717,196,West of Duddon Sands
543,191,West of Duddon Sands
779,172,West of Duddon Sands
609,165,West of Duddon Sands
841,148,West of Duddon Sands
676,141,West of Duddon Sands
743,110,West of Duddon Sands
42,257,Middelgrunden
62,214,Middelgrunden
75,171,Middelgrunden
86,121,Middelgrunden
92,73,Middelgrunden
99,26,Middelgrunden
283,550,Kaskasi
144,548,Kaskasi
616,543,Kaskasi
789,537,Kaskasi
958,537,Kaskasi
1231,533,Kaskasi
450,535,Kaskasi
1095,529,Kaskasi
145,445,Kaskasi
609,439,Kaskasi
946,435,Kaskasi
436,432,Kaskasi
281,424,Kaskasi
1200,416,Kaskasi
767,413,Kaskasi
1419,357,Kaskasi
1104,353,Kaskasi
115,341,Kaskasi
461,314,Kaskasi
982,311,Kaskasi
256,305,Kaskasi
787,291,Kaskasi
625,264,Kaskasi
109,233,Kaskasi
1417,226,Kaskasi
447,202,Kaskasi
1178,200,Kaskasi
979,200,Kaskasi
268,195,Kaskasi
790,186,Kaskasi
613,115,Kaskasi
144,93,Kaskasi
463,91,Kaskasi
268,91,Kaskasi
1143,90,Kaskasi
962,90,Kaskasi
772,92,Kaskasi
1414,87,Kaskasi
483,799,Sofia
437,798,Sofia
403,767,Sofia
532,750,Sofia
364,728,Sofia
578,703,Sofia
331,697,Sofia
504,678,Sofia
292,661,Sofia
624,655,Sofia
362,634,Sofia
456,632,Sofia
263,633,Sofia
552,631,Sofia
671,608,Sofia
220,590,Sofia
409,587,Sofia
503,584,Sofia
598,583,Sofia
188,560,Sofia
716,558,Sofia
455,539,Sofia
361,539,Sofia
646,535,Sofia
551,535,Sofia
149,522,Sofia
763,510,Sofia
220,494,Sofia
314,493,Sofia
119,494,Sofia
407,492,Sofia
501,490,Sofia
691,487,Sofia
597,487,Sofia
757,457,Sofia
77,451,Sofia
266,447,Sofia
360,446,Sofia
550,442,Sofia
644,441,Sofia
45,420,Sofia
710,410,Sofia
219,401,Sofia
313,399,Sofia
407,398,Sofia
501,394,Sofia
597,393,Sofia
52,380,Sofia
662,363,Sofia
171,354,Sofia
265,352,Sofia
359,351,Sofia
453,349,Sofia
549,347,Sofia
99,330,Sofia
615,317,Sofia
217,305,Sofia
311,304,Sofia
406,303,Sofia
500,300,Sofia
145,282,Sofia
567,272,Sofia
263,258,Sofia
357,255,Sofia
452,254,Sofia
191,234,Sofia
519,226,Sofia
310,211,Sofia
405,206,Sofia
238,187,Sofia
475,183,Sofia
446,155,Sofia
309,115,Sofia
355,114,Sofia
398,108,Sofia
944,569,Empire Wind
1171,904,Empire Wind
1217,896,Empire Wind
1129,865,Empire Wind
1258,855,Empire Wind
1089,830,Empire Wind
1300,814,Empire Wind
1046,807,Empire Wind
1005,783,Empire Wind
963,759,Empire Wind
1387,734,Empire Wind
921,735,Empire Wind
881,712,Empire Wind
1429,693,Empire Wind
837,687,Empire Wind
1182,664,Empire Wind
1125,664,Empire Wind
795,663,Empire Wind
1084,660,Empire Wind
1472,653,Empire Wind
754,640,Empire Wind
818,630,Empire Wind
1513,613,Empire Wind
712,616,Empire Wind
850,605,Empire Wind
670,592,Empire Wind
882,581,Empire Wind
628,568,Empire Wind
587,545,Empire Wind
949,529,Empire Wind
1261,520,Empire Wind
544,520,Empire Wind
1388,510,Empire Wind
1221,508,Empire Wind
981,505,Empire Wind
1179,498,Empire Wind
504,497,Empire Wind
1137,488,Empire Wind
1013,480,Empire Wind
1096,478,Empire Wind
462,473,Empire Wind
628,455,Empire Wind
714,452,Empire Wind
970,447,Empire Wind
420,449,Empire Wind
674,443,Empire Wind
926,436,Empire Wind
884,425,Empire Wind
377,424,Empire Wind
843,415,Empire Wind
800,404,Empire Wind
337,402,Empire Wind
760,394,Empire Wind
717,383,Empire Wind
295,378,Empire Wind
676,372,Empire Wind
634,362,Empire Wind
592,351,Empire Wind
253,353,Empire Wind
549,340,Empire Wind
508,330,Empire Wind
212,330,Empire Wind
465,319,Empire Wind
169,306,Empire Wind
341,288,Empire Wind
297,277,Empire Wind
255,266,Empire Wind
214,256,Empire Wind
172,245,Empire Wind
